user_ID,audio_sample,MOS,system_ID,speaker_ID
L019C59D863,LA_E_3498353.wav,0,A16,LA_0029
L019C59D863,LA_E_6798646.wav,1,A10,LA_0028
L019C59D863,LA_E_3177069.wav,1,A16,LA_0036
L019C59D863,LA_E_9139855.wav,7,A08,LA_0010
L019C59D863,LA_E_8708549.wav,6,A18,LA_0007
L019C59D863,LA_E_7276777.wav,9,A17,LA_0032
L019C59D863,LA_E_3351802.wav,8,A07,LA_0023
L0DA20B6330,LA_E_9666717.wav,1,A16,LA_0010
L0DA20B6330,LA_E_1930635.wav,4,A14,LA_0021
L0DA20B6330,LA_E_2855673.wav,1,A13,LA_0006
L054EA5472A,LA_E_1798055.wav,1,A19,LA_0024
L054EA5472A,LA_E_6024590.wav,4,A19,LA_0002
L0DA20B6330,LA_E_6340116.wav,8,A16,LA_0016
L0DA20B6330,LA_E_3703448.wav,1,A13,LA_0017
L054EA5472A,LA_E_4551255.wav,1,A19,LA_0035
L0DA20B6330,LA_E_6506055.wav,3,A07,LA_0013
L054EA5472A,LA_E_8570925.wav,0,A13,LA_0037
L02BDDCE5AB,LA_E_8091846.wav,3,A17,LA_0047
L02BDDCE5AB,LA_E_9795004.wav,7,A16,LA_0016
L02BDDCE5AB,LA_E_7511062.wav,5,A09,LA_0017
L02BDDCE5AB,LA_E_3081070.wav,5,A11,LA_0047
PD839F61EEE,LA_E_4446758.wav,1,A11,LA_0027
L0768F69CBE,LA_E_9432034.wav,6,A12,LA_0028
L02BDDCE5AB,LA_E_6178473.wav,3,A19,LA_0043
L0768F69CBE,LA_E_8225965.wav,1,A17,LA_0024
L054EA5472A,LA_E_6095052.wav,3,A17,LA_0035
PD839F61EEE,LA_E_7611669.wav,1,A13,LA_0006
L02BDDCE5AB,LA_E_8262722.wav,5,A08,LA_0038
L00FC812908,LA_E_6901228.wav,0,A11,LA_0038
L0768F69CBE,LA_E_3443293.wav,0,A18,LA_0041
L054EA5472A,LA_E_4439379.wav,2,A19,LA_0041
PD839F61EEE,LA_E_2604084.wav,5,A12,LA_0010
L02BDDCE5AB,LA_E_7699956.wav,5,A18,LA_0018
L00FC812908,LA_E_5124066.wav,0,A17,LA_0048
L054EA5472A,LA_E_4223629.wav,1,A17,LA_0007
L0768F69CBE,LA_E_9699829.wav,0,A19,LA_0008
L00FC812908,LA_E_5558825.wav,0,A13,LA_0015
L010DBADAD5,LA_E_2381589.wav,3,A19,LA_0003
L010DBADAD5,LA_E_6262149.wav,0,A16,LA_0024
L02BDDCE5AB,LA_E_6424917.wav,4,A11,LA_0018
L054EA5472A,LA_E_8049103.wav,1,A19,LA_0023
L083DE1EC18,LA_E_8261975.wav,3,A09,LA_0041
L00FC812908,LA_E_8829852.wav,1,A18,LA_0037
L083DE1EC18,LA_E_2559158.wav,0,A08,LA_0039
L010DBADAD5,LA_E_6432120.wav,0,A08,LA_0014
L083DE1EC18,LA_E_2489513.wav,1,A18,LA_0042
L010DBADAD5,LA_E_2207289.wav,7,A14,LA_0015
L010DBADAD5,LA_E_1145066.wav,0,A19,LA_0017
L083DE1EC18,LA_E_4336551.wav,4,A15,LA_0009
L00FC812908,LA_E_3949427.wav,1,A10,LA_0040
L010DBADAD5,LA_E_6556474.wav,0,A17,LA_0013
L00FC812908,LA_E_7391570.wav,4,A08,LA_0005
L010DBADAD5,LA_E_1028101.wav,9,A12,LA_0003
PD839F61EEE,LA_E_9412233.wav,2,A09,LA_0042
L010DBADAD5,LA_E_2049448.wav,0,A13,LA_0039
L010DBADAD5,LA_E_7031202.wav,8,A11,LA_0041
L083DE1EC18,LA_E_8476437.wav,1,A17,LA_0034
L010DBADAD5,LA_E_1652087.wav,0,A17,LA_0014
L083DE1EC18,LA_E_8656600.wav,0,A08,LA_0034
PD839F61EEE,LA_E_9447009.wav,8,A10,LA_0034
L5216A09A45,LA_E_1049133.wav,6,A18,LA_0044
L5216A09A45,LA_E_1004665.wav,8,A17,LA_0043
L010DBADAD5,LA_E_5935300.wav,8,A14,LA_0039
L010DBADAD5,LA_E_2907605.wav,3,A10,LA_0047
L010DBADAD5,LA_E_5781710.wav,0,A17,LA_0019
L010DBADAD5,LA_E_1297030.wav,4,A10,LA_0037
L00FC812908,LA_E_2903134.wav,0,A09,LA_0035
L010DBADAD5,LA_E_7072327.wav,3,A13,LA_0018
L5216A09A45,LA_E_9703952.wav,6,A18,LA_0025
L5216A09A45,LA_E_8751912.wav,9,A10,LA_0005
L010DBADAD5,LA_E_4705706.wav,0,A09,LA_0007
L00FC812908,LA_E_7955120.wav,0,A13,LA_0041
L5216A09A45,LA_E_5190831.wav,3,A16,LA_0026
L010DBADAD5,LA_E_8027285.wav,0,A19,LA_0009
L010DBADAD5,LA_E_1891215.wav,6,A15,LA_0040
L083DE1EC18,LA_E_3533553.wav,1,A11,LA_0039
L010DBADAD5,LA_E_5597098.wav,0,A13,LA_0003
L00FC812908,LA_E_6641727.wav,0,A08,LA_0016
L010DBADAD5,LA_E_1441925.wav,1,A18,LA_0018
L00FC812908,LA_E_1830777.wav,0,A09,LA_0042
L083DE1EC18,LA_E_6893101.wav,8,A10,LA_0023
L083DE1EC18,LA_E_1048688.wav,6,A12,LA_0037
L5216A09A45,LA_E_5575079.wav,0,A08,LA_0045
L5216A09A45,LA_E_5752369.wav,9,A12,LA_0012
L5216A09A45,LA_E_4698656.wav,9,A11,LA_0024
L083DE1EC18,LA_E_7347715.wav,4,A16,LA_0005
L01B54F1F3C,LA_E_5238011.wav,4,A13,LA_0030
L01B54F1F3C,LA_E_6733210.wav,3,A16,LA_0030
L01B54F1F3C,LA_E_9251003.wav,6,A15,LA_0027
L083DE1EC18,LA_E_9954877.wav,5,A19,LA_0032
L00FC812908,LA_E_6631930.wav,1,A16,LA_0026
L01B54F1F3C,LA_E_2709345.wav,2,A19,LA_0023
L01B54F1F3C,LA_E_5725056.wav,7,A10,LA_0043
L00FC812908,LA_E_3171618.wav,0,A13,LA_0004
L083DE1EC18,LA_E_6402839.wav,0,A13,LA_0034
L01B54F1F3C,LA_E_6981183.wav,0,A08,LA_0013
L00FC812908,LA_E_4265933.wav,0,A09,LA_0043
L01B54F1F3C,LA_E_9030795.wav,3,A07,LA_0046
L00FC812908,LA_E_5352166.wav,0,A18,LA_0026
L01B54F1F3C,LA_E_8285897.wav,0,A17,LA_0012
L01B54F1F3C,LA_E_1315268.wav,0,A11,LA_0046
L01B54F1F3C,LA_E_7254618.wav,9,A15,LA_0036
L01B54F1F3C,LA_E_1474553.wav,0,A11,LA_0035
PBC9B38BB92,LA_E_7910696.wav,6,A07,LA_0043
PD839F61EEE,LA_E_8935787.wav,2,A14,LA_0018
PD839F61EEE,LA_E_5779692.wav,5,A15,LA_0003
L0A72F09273,LA_E_7362614.wav,3,A19,LA_0017
L0A72F09273,LA_E_2414773.wav,5,A12,LA_0036
L0A72F09273,LA_E_6889948.wav,2,A19,LA_0048
PBC9B38BB92,LA_E_2007559.wav,2,A09,LA_0006
PD839F61EEE,LA_E_3207170.wav,3,A19,LA_0045
L0A72F09273,LA_E_4524698.wav,2,A10,LA_0016
PBC9B38BB92,LA_E_9661146.wav,5,A15,LA_0010
PBC9B38BB92,LA_E_7846174.wav,8,A13,LA_0028
PD839F61EEE,LA_E_9291315.wav,6,A14,LA_0034
L0A72F09273,LA_E_8267831.wav,2,A15,LA_0046
PBC9B38BB92,LA_E_2722263.wav,0,A13,LA_0048
PD839F61EEE,LA_E_6807676.wav,4,A07,LA_0010
PBC9B38BB92,LA_E_8264455.wav,0,A19,LA_0031
L06A6994C16,LA_E_5906706.wav,3,A08,LA_0010
L06A6994C16,LA_E_3834971.wav,3,A07,LA_0030
PD839F61EEE,LA_E_3043187.wav,0,A11,LA_0032
PBC9B38BB92,LA_E_6348171.wav,0,A18,LA_0045
L06A6994C16,LA_E_8371283.wav,3,A13,LA_0008
PD839F61EEE,LA_E_5311922.wav,0,A19,LA_0003
PBC9B38BB92,LA_E_9375240.wav,6,A10,LA_0001
L06A6994C16,LA_E_8564527.wav,3,A07,LA_0023
L06A6994C16,LA_E_1141956.wav,3,A09,LA_0014
PBC9B38BB92,LA_E_2744246.wav,3,A15,LA_0042
P50B4BDB4D9,LA_E_1602553.wav,6,A15,LA_0046
L01C4BFA34C,LA_E_9406400.wav,4,A16,LA_0008
L06A6994C16,LA_E_2387671.wav,3,A12,LA_0031
L01C4BFA34C,LA_E_3195909.wav,4,A08,LA_0014
PBC9B38BB92,LA_E_4647932.wav,3,A07,LA_0031
L06A6994C16,LA_E_2171332.wav,3,A07,LA_0001
PD839F61EEE,LA_E_5494323.wav,1,A19,LA_0033
L06A6994C16,LA_E_7622534.wav,0,A13,LA_0011
PBC9B38BB92,LA_E_1877237.wav,6,A15,LA_0028
P50B4BDB4D9,LA_E_9272379.wav,0,A13,LA_0017
L06A6994C16,LA_E_5731617.wav,2,A18,LA_0047
L06A6994C16,LA_E_9847192.wav,6,A17,LA_0010
PBC9B38BB92,LA_E_4731679.wav,0,A19,LA_0017
P50B4BDB4D9,LA_E_2112450.wav,1,A13,LA_0033
P50B4BDB4D9,LA_E_4216518.wav,0,A14,LA_0024
PBC9B38BB92,LA_E_9265373.wav,3,A11,LA_0039
L06A6994C16,LA_E_1715293.wav,7,A09,LA_0006
L06A6994C16,LA_E_2807232.wav,2,A07,LA_0001
PD839F61EEE,LA_E_9545368.wav,2,A19,LA_0007
L06A6994C16,LA_E_5359972.wav,6,A14,LA_0021
PBC9B38BB92,LA_E_6382058.wav,4,A14,LA_0010
P50B4BDB4D9,LA_E_7711548.wav,0,A14,LA_0001
PBC9B38BB92,LA_E_5036168.wav,6,A09,LA_0015
L06A6994C16,LA_E_6697514.wav,1,A16,LA_0030
P50B4BDB4D9,LA_E_7326010.wav,1,A19,LA_0015
PBC9B38BB92,LA_E_1055183.wav,3,A13,LA_0010
L06A6994C16,LA_E_4619404.wav,6,A15,LA_0036
PBC9B38BB92,LA_E_5354858.wav,0,A11,LA_0005
L06A6994C16,LA_E_9027934.wav,3,A18,LA_0008
PD839F61EEE,LA_E_9337936.wav,6,A12,LA_0007
L06A6994C16,LA_E_1824443.wav,3,A19,LA_0048
L06A6994C16,LA_E_4109256.wav,1,A19,LA_0026
PBC9B38BB92,LA_E_7613190.wav,6,A14,LA_0039
L06A6994C16,LA_E_6332115.wav,6,A16,LA_0027
PD839F61EEE,LA_E_1854833.wav,0,A08,LA_0005
PBC9B38BB92,LA_E_5869984.wav,6,A10,LA_0036
L06A6994C16,LA_E_9329414.wav,3,A13,LA_0015
PBC9B38BB92,LA_E_3133499.wav,0,A19,LA_0014
PBC9B38BB92,LA_E_8791913.wav,8,A13,LA_0044
PBC9B38BB92,LA_E_1724980.wav,6,A09,LA_0006
PBC9B38BB92,LA_E_1895141.wav,4,A09,LA_0024
PBC9B38BB92,LA_E_1663679.wav,6,A14,LA_0006
PBC9B38BB92,LA_E_8751285.wav,8,A13,LA_0031
PBC9B38BB92,LA_E_1056698.wav,1,A09,LA_0011
PBC9B38BB92,LA_E_7660288.wav,6,A13,LA_0035
PBC9B38BB92,LA_E_3603244.wav,0,A19,LA_0007
PD839F61EEE,LA_E_8211110.wav,5,A15,LA_0030
PBC9B38BB92,LA_E_6330241.wav,3,A18,LA_0001
PBC9B38BB92,LA_E_6656091.wav,3,A15,LA_0012
PD839F61EEE,LA_E_8986272.wav,6,A12,LA_0018
PBC9B38BB92,LA_E_8181415.wav,0,A11,LA_0039
PBC9B38BB92,LA_E_2155090.wav,0,A17,LA_0035
PBC9B38BB92,LA_E_9837991.wav,6,A15,LA_0008
PBC9B38BB92,LA_E_2064424.wav,0,A13,LA_0020
PBC9B38BB92,LA_E_5055285.wav,6,A14,LA_0033
PD839F61EEE,LA_E_6463662.wav,5,A12,LA_0013
PBC9B38BB92,LA_E_5404435.wav,3,A18,LA_0011
PBC9B38BB92,LA_E_1284691.wav,6,A14,LA_0025
PBC9B38BB92,LA_E_7524835.wav,3,A07,LA_0016
PBC9B38BB92,LA_E_4040540.wav,0,A16,LA_0033
PBC9B38BB92,LA_E_7954704.wav,0,A19,LA_0028
PBC9B38BB92,LA_E_2413064.wav,6,A09,LA_0015
PBC9B38BB92,LA_E_8575465.wav,0,A17,LA_0039
PBC9B38BB92,LA_E_5632820.wav,3,A11,LA_0018
PBC9B38BB92,LA_E_9898481.wav,3,A07,LA_0009
PD839F61EEE,LA_E_2512169.wav,4,A19,LA_0011
PD839F61EEE,LA_E_7645260.wav,6,A12,LA_0008
PBC9B38BB92,LA_E_9208480.wav,6,A15,LA_0003
PD839F61EEE,LA_E_7765030.wav,6,A08,LA_0038
PD839F61EEE,LA_E_5657356.wav,4,A07,LA_0009
PD839F61EEE,LA_E_8308707.wav,5,A13,LA_0032
L14799B3A92,LA_E_1905695.wav,1,A09,LA_0018
L14799B3A92,LA_E_9205858.wav,7,A07,LA_0025
L14799B3A92,LA_E_6759053.wav,5,A13,LA_0007
L02CD26F9B9,LA_E_5705954.wav,1,A11,LA_0043
L14799B3A92,LA_E_4829760.wav,0,A16,LA_0019
L14799B3A92,LA_E_5575185.wav,6,A12,LA_0046
L02CD26F9B9,LA_E_1018246.wav,1,A11,LA_0025
PD839F61EEE,LA_E_4164808.wav,4,A15,LA_0019
L02CD26F9B9,LA_E_4921798.wav,0,A13,LA_0047
L14799B3A92,LA_E_4714051.wav,0,A19,LA_0024
L02CD26F9B9,LA_E_8109548.wav,3,A12,LA_0042
L02CD26F9B9,LA_E_8662429.wav,6,A15,LA_0015
PD839F61EEE,LA_E_1136640.wav,0,A18,LA_0035
PD839F61EEE,LA_E_1013283.wav,6,A13,LA_0046
L02CD26F9B9,LA_E_3209275.wav,0,A15,LA_0039
PD839F61EEE,LA_E_7853237.wav,0,A11,LA_0012
PD839F61EEE,LA_E_1750363.wav,7,A15,LA_0001
PD839F61EEE,LA_E_5504249.wav,4,A19,LA_0017
PD839F61EEE,LA_E_7434011.wav,0,A11,LA_0030
PD839F61EEE,LA_E_7907717.wav,0,A16,LA_0017
PD839F61EEE,LA_E_4323183.wav,6,A15,LA_0023
PD839F61EEE,LA_E_4732931.wav,3,A09,LA_0006
PD839F61EEE,LA_E_8690242.wav,5,A19,LA_0001
L01C4BFA34C,LA_E_9827775.wav,4,A09,LA_0026
L01C4BFA34C,LA_E_6186352.wav,5,A16,LA_0003
PD839F61EEE,LA_E_7472685.wav,0,A07,LA_0012
L01C4BFA34C,LA_E_8457985.wav,6,A11,LA_0045
L01C4BFA34C,LA_E_2179713.wav,5,A09,LA_0036
L01C4BFA34C,LA_E_6502783.wav,4,A16,LA_0047
L01C4BFA34C,LA_E_5145549.wav,6,A18,LA_0012
L01C4BFA34C,LA_E_5190221.wav,7,A19,LA_0011
P2CDC82685D,LA_E_2701045.wav,9,A12,LA_0022
P2CDC82685D,LA_E_1323082.wav,9,A19,LA_0037
P2CDC82685D,LA_E_7383206.wav,3,A15,LA_0014
P2CDC82685D,LA_E_7362538.wav,0,A13,LA_0020
P2CDC82685D,LA_E_9839606.wav,3,A19,LA_0035
P2CDC82685D,LA_E_3008053.wav,3,A16,LA_0041
P2CDC82685D,LA_E_3648515.wav,0,A08,LA_0028
P2CDC82685D,LA_E_2413932.wav,0,A19,LA_0021
L02C39E2395,LA_E_6437656.wav,0,A18,LA_0020
L02C39E2395,LA_E_3567710.wav,0,A08,LA_0017
L02C39E2395,LA_E_8576017.wav,0,A11,LA_0001
L0E8E2F90CB,LA_E_6619813.wav,0,A08,LA_0047
L02C39E2395,LA_E_5144140.wav,0,A12,LA_0031
L0E8E2F90CB,LA_E_9242676.wav,0,A09,LA_0009
L02C39E2395,LA_E_8463817.wav,9,A14,LA_0003
L0E8E2F90CB,LA_E_3771600.wav,4,A07,LA_0024
L02C39E2395,LA_E_9003523.wav,0,A16,LA_0012
L02F34718DB,LA_E_4587596.wav,3,A08,LA_0041
L02C39E2395,LA_E_9923859.wav,0,A19,LA_0022
L0E8E2F90CB,LA_E_8289113.wav,1,A09,LA_0026
L02C39E2395,LA_E_7444562.wav,0,A14,LA_0028
L02F34718DB,LA_E_7775633.wav,0,A07,LA_0001
L02C39E2395,LA_E_5078982.wav,0,A17,LA_0046
L0E8E2F90CB,LA_E_7423566.wav,3,A11,LA_0038
L02C39E2395,LA_E_3233325.wav,0,A13,LA_0008
L0E8E2F90CB,LA_E_6901196.wav,1,A18,LA_0029
L02F34718DB,LA_E_1847125.wav,2,A13,LA_0018
L0E8E2F90CB,LA_E_6962812.wav,4,A19,LA_0048
L02C39E2395,LA_E_5773145.wav,0,A10,LA_0005
L0E8E2F90CB,LA_E_8045368.wav,5,A14,LA_0040
L02F34718DB,LA_E_6909257.wav,0,A16,LA_0001
L0E8E2F90CB,LA_E_3228177.wav,2,A13,LA_0039
L0E8E2F90CB,LA_E_5437735.wav,4,A07,LA_0017
L0E8E2F90CB,LA_E_3921337.wav,4,A14,LA_0024
L02F34718DB,LA_E_4249658.wav,8,A10,LA_0039
L02F34718DB,LA_E_4293745.wav,0,A08,LA_0029
L0E8E2F90CB,LA_E_6381205.wav,6,A14,LA_0034
L0E8E2F90CB,LA_E_4848433.wav,8,A10,LA_0032
L02F34718DB,LA_E_3831288.wav,0,A19,LA_0001
L0E8E2F90CB,LA_E_5492560.wav,2,A18,LA_0019
L0E8E2F90CB,LA_E_4210122.wav,2,A14,LA_0022
L02F34718DB,LA_E_7744505.wav,3,A10,LA_0030
L02F34718DB,LA_E_2611278.wav,0,A18,LA_0047
L0E8E2F90CB,LA_E_7310197.wav,3,A11,LA_0012
L0E8E2F90CB,LA_E_2932733.wav,0,A17,LA_0003
L0E8E2F90CB,LA_E_2358200.wav,4,A14,LA_0012
L0E8E2F90CB,LA_E_9937668.wav,3,A18,LA_0027
L02F34718DB,LA_E_9777875.wav,0,A07,LA_0043
L0E8E2F90CB,LA_E_7517771.wav,1,A07,LA_0012
L0E8E2F90CB,LA_E_3444673.wav,2,A11,LA_0015
L0E8E2F90CB,LA_E_9804025.wav,3,A13,LA_0027
L0E8E2F90CB,LA_E_7651437.wav,1,A11,LA_0009
L0E8E2F90CB,LA_E_8769740.wav,3,A07,LA_0021
L04D887358A,LA_E_5757481.wav,7,A11,LA_0004
L0E8E2F90CB,LA_E_4565143.wav,4,A15,LA_0005
L0E8E2F90CB,LA_E_3650582.wav,4,A15,LA_0038
L04D887358A,LA_E_4049190.wav,6,A13,LA_0025
L0E8E2F90CB,LA_E_3539054.wav,0,A08,LA_0033
L0E8E2F90CB,LA_E_5502551.wav,1,A19,LA_0035
L0E8E2F90CB,LA_E_4157510.wav,0,A17,LA_0033
L04D887358A,LA_E_3889379.wav,3,A07,LA_0011
L04D887358A,LA_E_8269981.wav,0,A13,LA_0037
L04D887358A,LA_E_7190227.wav,1,A13,LA_0008
L04D887358A,LA_E_9831475.wav,8,A18,LA_0011
L04D887358A,LA_E_4327952.wav,8,A15,LA_0031
L0E8E2F90CB,LA_E_1698992.wav,7,A15,LA_0023
L01C4BFA34C,LA_E_6049059.wav,3,A19,LA_0003
L04D887358A,LA_E_8445257.wav,0,A08,LA_0009
L01C4BFA34C,LA_E_7428776.wav,1,A09,LA_0026
L04D887358A,LA_E_9184609.wav,8,A19,LA_0042
L01C4BFA34C,LA_E_1267104.wav,3,A14,LA_0011
L04D887358A,LA_E_4451366.wav,3,A11,LA_0023
L01C4BFA34C,LA_E_4229430.wav,7,A10,LA_0040
L01C4BFA34C,LA_E_7186816.wav,4,A10,LA_0028
L0E8E2F90CB,LA_E_3965929.wav,0,A13,LA_0034
L04D887358A,LA_E_1092053.wav,4,A13,LA_0009
L01C4BFA34C,LA_E_3698824.wav,1,A16,LA_0003
PD14B2D4B26,LA_E_2863484.wav,0,A19,LA_0013
L01C4BFA34C,LA_E_3037607.wav,1,A17,LA_0007
L01C4BFA34C,LA_E_2036866.wav,2,A07,LA_0048
L0E8E2F90CB,LA_E_3877107.wav,9,A19,LA_0028
L01C4BFA34C,LA_E_7897792.wav,2,A12,LA_0024
PD14B2D4B26,LA_E_8235766.wav,0,A10,LA_0025
L0E8E2F90CB,LA_E_9941346.wav,0,A17,LA_0036
PD14B2D4B26,LA_E_7718733.wav,0,A07,LA_0020
PD14B2D4B26,LA_E_4604289.wav,0,A07,LA_0024
L0E8E2F90CB,LA_E_5897292.wav,1,A15,LA_0009
PD14B2D4B26,LA_E_6952748.wav,0,A12,LA_0004
L01C4BFA34C,LA_E_7692897.wav,1,A17,LA_0022
L0E8E2F90CB,LA_E_5418979.wav,3,A16,LA_0015
L0E8E2F90CB,LA_E_2088134.wav,1,A17,LA_0016
PD14B2D4B26,LA_E_2621434.wav,0,A18,LA_0035
L0E8E2F90CB,LA_E_3891207.wav,3,A15,LA_0013
PD14B2D4B26,LA_E_9855939.wav,0,A16,LA_0020
L0E8E2F90CB,LA_E_1304713.wav,3,A14,LA_0045
PD14B2D4B26,LA_E_7726500.wav,0,A07,LA_0003
PD14B2D4B26,LA_E_1459673.wav,0,A14,LA_0040
L0E8E2F90CB,LA_E_7289734.wav,3,A19,LA_0026
L0E8E2F90CB,LA_E_8450112.wav,1,A09,LA_0004
L0E8E2F90CB,LA_E_2116958.wav,4,A15,LA_0017
L0E8E2F90CB,LA_E_6267696.wav,4,A11,LA_0035
L0E8E2F90CB,LA_E_1801782.wav,3,A16,LA_0021
L0E8E2F90CB,LA_E_2416264.wav,3,A16,LA_0023
L63CDCF9624,LA_E_7980580.wav,0,A12,LA_0045
L63CDCF9624,LA_E_1152326.wav,0,A11,LA_0037
L63CDCF9624,LA_E_5125182.wav,1,A14,LA_0026
L0DB78BBDFF,LA_E_6974687.wav,3,A08,LA_0022
L2EBE492077,LA_E_4732306.wav,3,A08,LA_0012
L0DB78BBDFF,LA_E_6706973.wav,6,A12,LA_0021
L2EBE492077,LA_E_8367818.wav,1,A17,LA_0037
L0DB78BBDFF,LA_E_8904607.wav,7,A19,LA_0021
L63CDCF9624,LA_E_4824965.wav,0,A17,LA_0018
L2EBE492077,LA_E_4012918.wav,6,A12,LA_0046
L63CDCF9624,LA_E_5490614.wav,0,A11,LA_0005
L2EBE492077,LA_E_9624112.wav,7,A10,LA_0010
L2EBE492077,LA_E_6047154.wav,3,A13,LA_0047
L0DB78BBDFF,LA_E_9311903.wav,7,A15,LA_0039
L0DB78BBDFF,LA_E_4315462.wav,4,A15,LA_0042
L0DB78BBDFF,LA_E_2161847.wav,6,A07,LA_0019
L2EBE492077,LA_E_4825407.wav,2,A08,LA_0018
L0DB78BBDFF,LA_E_3236471.wav,0,A13,LA_0017
L2EBE492077,LA_E_7282185.wav,3,A13,LA_0031
L043F5FE561,LA_E_2612611.wav,6,A07,LA_0001
L0DB78BBDFF,LA_E_5183313.wav,3,A11,LA_0008
L0DB78BBDFF,LA_E_3023000.wav,4,A14,LA_0027
L2EBE492077,LA_E_2167775.wav,7,A14,LA_0002
L0DB78BBDFF,LA_E_8452302.wav,2,A09,LA_0017
L2EBE492077,LA_E_6901113.wav,2,A14,LA_0029
L043F5FE561,LA_E_7916246.wav,3,A11,LA_0028
L63CDCF9624,LA_E_1626679.wav,0,A09,LA_0040
L043F5FE561,LA_E_3108884.wav,3,A07,LA_0029
L043F5FE561,LA_E_2434244.wav,3,A13,LA_0042
L63CDCF9624,LA_E_6031855.wav,6,A07,LA_0027
L043F5FE561,LA_E_7135136.wav,3,A14,LA_0040
L0DB78BBDFF,LA_E_8985337.wav,6,A13,LA_0030
L043F5FE561,LA_E_7114042.wav,0,A17,LA_0036
L0DB78BBDFF,LA_E_6744649.wav,5,A11,LA_0041
L0DB78BBDFF,LA_E_3819690.wav,4,A18,LA_0003
L0DB78BBDFF,LA_E_5727546.wav,4,A17,LA_0027
L043F5FE561,LA_E_7895042.wav,0,A14,LA_0031
L043F5FE561,LA_E_8293312.wav,3,A16,LA_0027
L043F5FE561,LA_E_6017364.wav,3,A10,LA_0036
L043F5FE561,LA_E_5156350.wav,3,A15,LA_0029
L043F5FE561,LA_E_5572355.wav,3,A17,LA_0009
L0DB78BBDFF,LA_E_6936388.wav,4,A08,LA_0028
L0DB78BBDFF,LA_E_3270652.wav,4,A07,LA_0024
L0DB78BBDFF,LA_E_7742608.wav,6,A14,LA_0034
